,0
15278,No city
15279,No city
15280,No city
15281,No city
15282,No city
15283,No city
15284,No city
15285,No city
15286,No city
15287,No city
15288,No city
15289,No city
15290,No city
15291,No city
15292,Poughkeepsie
15293,No city
15294,Plano
15295,No city
15296,No city
15297,No city
15298,Dallas
15299,New York
15300,No city
15301,No city
15302,Austin
15303,No city
15304,Redwood City
15305,No city
15306,No city
15307,Scottsdale
15308,No city
15309,Boise
15310,No city
15311,Tempe
15312,New York
15313,Raleigh
15314,San Ramon
15315,No city
15316,No city
15317,No city
15318,No city
15319,No city
15320,Scottsdale
15321,No city
15322,Redwood City
15323,No city
15324,No city
15325,No city
15326,Orlando
15327,No city
15328,No city
15329,No city
15330,No city
15331,No city
15332,No city
15333,Durham
15334,New York
15335,Poughkeepsie
15336,Dallas
15337,No city
15338,No city
15339,Nashville
15340,No city
15341,No city
15342,Toronto
15343,No city
15344,No city
15345,No city
15346,No city
15347,No city
15348,No city
15349,New York
15350,Fingal
15351,No city
15352,No city
15353,No city
15354,No city
15355,New York
15356,No city
15357,No city
15358,No city
15359,No city
15360,No city
15361,No city
15362,No city
15363,No city
15364,New York
15365,No city
15366,No city
15367,No city
15368,No city
15369,No city
15370,No city
15371,No city
15372,Malmo
15373,New York
15374,New York
15375,Yokneam Ilit
15376,No city
15377,No city
15378,No city
15379,No city
15380,No city
15381,No city
15382,No city
15383,No city
15384,No city
15385,No city
15386,No city
15387,Austin
15388,Saint Louis
15389,No city
15390,No city
15391,No city
15392,New York
15393,No city
15394,No city
15395,No city
15396,No city
15397,No city
15398,No city
15399,No city
15400,No city
15401,New York
15402,No city
15403,No city
15404,No city
15405,No city
15406,No city
15407,New York
15408,No city
15409,No city
15410,No city
15411,No city
15412,No city
15413,No city
15414,No city
15415,No city
15416,No city
15417,New York
15418,Avondale
15419,Raleigh
15420,Minneapolis
15421,No city
15422,Austin
15423,No city
15424,No city
15425,No city
15426,Pittsburgh
15427,Pittsburgh
15428,No city
15429,No city
15430,Beloit
15431,No city
15432,No city
15433,No city
15434,No city
15435,No city
15436,New York
15437,No city
15438,No city
15439,North Reading
15440,No city
15441,No city
15442,No city
15443,No city
15444,No city
15445,No city
15446,No city
15447,No city
15448,No city
15449,No city
15450,Vancouver
15451,No city
15452,Redwood City
15453,No city
15454,No city
15455,Calgary
15456,No city
15457,No city
15458,No city
15459,Vancouver
15460,No city
15461,No city
15462,No city
15463,No city
15464,No city
15465,No city
15466,New York
15467,Vancouver
15468,Prague
15469,Bengaluru
15470,No city
15471,Atlanta
15472,New York
15473,No city
15474,New York
15475,No city
15476,No city
15477,Waltham
15478,No city
15479,No city
15480,Reston
15481,New York
15482,Columbus
15483,No city
15484,No city
15485,Toronto
15486,New York
15487,No city
15488,No city
15489,No city
15490,No city
15491,New York
15492,No city
15493,No city
15494,Poughkeepsie
15495,No city
15496,No city
15497,No city
15498,No city
15499,No city
15500,No city
15501,No city
15502,No city
15503,No city
15504,No city
15505,No city
15506,No city
15507,Raleigh
15508,No city
15509,No city
15510,No city
15511,No city
15512,No city
15513,No city
15514,No city
15515,No city
15516,No city
15517,No city
15518,No city
15519,No city
15520,Philadelphia
15521,No city
15522,No city
15523,No city
15524,No city
15525,No city
15526,No city
15527,No city
15528,No city
15529,No city
15530,Waltham
15531,No city
15532,No city
15533,New York
15534,No city
15535,No city
15536,No city
15537,No city
15538,No city
15539,No city
15540,No city
15541,No city
15542,No city
15543,Austin
15544,No city
15545,No city
15546,No city
15547,No city
15548,No city
15549,No city
15550,No city
15551,Warsaw
15552,No city
15553,Austin
15554,(Old) Ottawa
15555,No city
15556,No city
15557,No city
15558,No city
15559,No city
15560,New York
15561,San Ramon
15562,Raleigh
15563,No city
15564,No city
15565,New York
15566,No city
15567,No city
15568,New York
15569,No city
15570,No city
15571,Salt Lake City
15572,No city
15573,No city
15574,No city
15575,No city
15576,Irvine
15577,No city
15578,New York
15579,Plano
15580,No city
15581,Minneapolis
15582,No city
15583,No city
15584,No city
15585,No city
15586,No city
15587,No city
15588,No city
15589,No city
15590,No city
15591,No city
15592,No city
15593,No city
15594,No city
15595,New York
15596,No city
15597,No city
15598,(Old) Ottawa
15599,No city
15600,No city
15601,No city
15602,New York
15603,No city
15604,No city
15605,Munich
15606,No city
15607,No city
15608,New York
15609,No city
15610,No city
15611,Kansas City
15612,New York
15613,No city
15614,New York
15615,No city
15616,No city
15617,No city
15618,No city
15619,No city
15620,No city
15621,No city
15622,No city
15623,Moorestown
15624,No city
15625,No city
15626,Toronto
15627,Singapore
15628,No city
15629,Towson
15630,No city
15631,Salt Lake City
15632,No city
15633,No city
15634,Moscow
15635,New York
15636,No city
15637,Redwood City
15638,No city
15639,New York
15640,No city
15641,Austin
15642,No city
15643,No city
15644,No city
15645,No city
15646,No city
15647,No city
15648,No city
15649,No city
15650,New York
15651,No city
15652,No city
15653,No city
15654,No city
15655,No city
15656,Richardson
15657,No city
15658,No city
15659,No city
15660,No city
15661,No city
15662,No city
15663,No city
15664,Dallas
15665,No city
15666,No city
15667,No city
15668,No city
15669,No city
15670,No city
15671,No city
15672,No city
15673,No city
15674,No city
15675,No city
15676,Minneapolis
15677,Redwood City
15678,No city
15679,No city
15680,No city
15681,New York
15682,No city
15683,No city
15684,No city
15685,No city
15686,No city
15687,No city
15688,New York
15689,No city
15690,No city
15691,New York
15692,No city
15693,No city
15694,No city
15695,Philadelphia
15696,Arlington
15697,No city
15698,No city
15699,No city
15700,No city
15701,No city
15702,Minneapolis
15703,No city
15704,No city
15705,No city
15706,No city
15707,No city
15708,No city
15709,No city
15710,New York
15711,New York
15712,No city
15713,No city
15714,No city
15715,No city
15716,No city
15717,No city
15718,No city
15719,No city
15720,No city
15721,No city
15722,No city
15723,No city
15724,No city
15725,No city
15726,Singapore
15727,Singapore
15728,Atlanta
15729,Dallas
15730,No city
15731,No city
15732,No city
15733,No city
15734,No city
15735,No city
15736,New York
15737,No city
15738,No city
15739,No city
15740,No city
15741,No city
15742,No city
15743,No city
15744,No city
15745,No city
15746,(Old) Ottawa
15747,No city
15748,No city
15749,Irvine
15750,No city
15751,No city
15752,No city
15753,No city
15754,No city
15755,Chandler
15756,No city
15757,No city
15758,No city
15759,No city
15760,New York
15761,No city
15762,No city
15763,No city
15764,New York
15765,No city
15766,No city
15767,No city
15768,No city
15769,No city
15770,No city
15771,Pittsburgh
15772,Madrid
15773,Dallas
15774,New York
15775,New York
15776,No city
15777,No city
15778,No city
15779,No city
15780,New York
15781,No city
15782,No city
15783,New York
15784,No city
15785,No city
15786,No city
15787,Austin
15788,New York
15789,No city
15790,No city
15791,No city
15792,No city
15793,No city
15794,No city
15795,No city
15796,Greenwich
15797,No city
15798,Minneapolis
15799,No city
15800,New York
15801,No city
15802,Munich
15803,No city
15804,No city
15805,Vancouver
15806,No city
15807,No city
15808,No city
15809,No city
15810,No city
15811,No city
15812,Singapore
15813,No city
15814,New York
15815,Tucson
15816,No city
15817,No city
15818,Pittsburgh
15819,No city
15820,New York
15821,No city
15822,No city
15823,No city
15824,No city
15825,No city
15826,No city
15827,No city
15828,No city
15829,No city
15830,San Antonio
15831,No city
15832,No city
15833,No city
15834,No city
15835,No city
15836,No city
15837,No city
15838,Seoul
15839,Singapore
15840,New York
15841,No city
15842,No city
15843,No city
15844,New York
15845,No city
15846,No city
15847,No city
15848,No city
15849,No city
15850,Austin
15851,No city
15852,No city
15853,No city
15854,New York
15855,New York
15856,Cambridge
15857,Philadelphia
15858,No city
15859,No city
15860,New York
15861,No city
15862,No city
15863,No city
15864,Toronto
15865,No city
15866,New York
15867,No city
15868,No city
15869,No city
15870,No city
15871,No city
15872,No city
15873,No city
15874,No city
15875,No city
15876,No city
15877,No city
15878,No city
15879,No city
15880,No city
15881,No city
15882,No city
15883,No city
15884,No city
15885,No city
15886,No city
15887,Vancouver
15888,No city
15889,No city
15890,No city
15891,No city
15892,Kielanówka
15893,No city
15894,No city
15895,No city
15896,No city
15897,No city
15898,No city
15899,New York
15900,No city
15901,Singapore
15902,No city
15903,Vancouver
15904,New York
15905,No city
15906,Basking Ridge
15907,No city
15908,No city
15909,No city
15910,Austin
15911,New York
15912,Arlington
15913,No city
15914,No city
15915,No city
15916,No city
15917,Austin
15918,No city
15919,New York
15920,New York
15921,New York
15922,No city
15923,Atlanta
15924,No city
15925,No city
15926,No city
15927,No city
15928,No city
15929,No city
15930,No city
15931,No city
15932,No city
15933,No city
15934,No city
15935,No city
15936,No city
15937,No city
15938,No city
15939,No city
15940,No city
15941,No city
15942,No city
15943,No city
15944,No city
15945,No city
15946,No city
15947,No city
15948,New York
15949,Chandler
15950,New York
15951,New York
15952,No city
15953,No city
15954,No city
15955,No city
15956,No city
15957,No city
15958,No city
15959,No city
15960,No city
15961,No city
15962,No city
15963,No city
15964,No city
15965,Saint Petersburg
15966,Saint Petersburg
15967,No city
15968,Kansas City
15969,No city
15970,Austin
15971,No city
15972,No city
15973,No city
15974,No city
15975,No city
15976,No city
15977,No city
15978,Tempe
15979,No city
15980,No city
15981,No city
15982,Plano
15983,No city
15984,No city
15985,No city
15986,No city
15987,No city
15988,No city
15989,Plano
15990,No city
15991,No city
15992,New York
15993,No city
15994,No city
15995,No city
15996,No city
15997,No city
15998,New York
15999,No city
16000,No city
16001,Rotterdam
16002,No city
16003,Austin
16004,No city
16005,Bengaluru
16006,No city
16007,No city
16008,No city
16009,No city
16010,No city
16011,No city
16012,No city
16013,No city
16014,No city
16015,No city
16016,No city
16017,No city
16018,Lehi
16019,Atlanta
16020,Toronto
16021,New York
16022,No city
16023,No city
16024,No city
16025,No city
16026,No city
16027,No city
16028,No city
16029,No city
16030,No city
16031,No city
16032,No city
16033,No city
16034,No city
16035,No city
16036,No city
16037,No city
16038,New York
16039,São Paulo
16040,No city
16041,No city
16042,No city
16043,New York
16044,New York
16045,Mumbai
16046,No city
16047,No city
16048,No city
16049,No city
16050,No city
16051,No city
16052,New York
16053,No city
16054,New York
16055,No city
16056,No city
16057,New York
16058,No city
16059,No city
16060,No city
16061,No city
16062,No city
16063,New York
16064,No city
16065,No city
16066,No city
16067,No city
16068,Gdansk
16069,No city
16070,Avondale
16071,No city
16072,No city
16073,No city
16074,No city
16075,No city
16076,New York
16077,No city
16078,New York
16079,No city
16080,No city
16081,No city
16082,New York
16083,Toronto
16084,No city
16085,No city
16086,No city
16087,Austin
16088,No city
16089,No city
16090,No city
16091,No city
16092,No city
16093,No city
16094,No city
16095,No city
16096,No city
16097,No city
16098,No city
16099,No city
16100,No city
16101,No city
16102,No city
16103,Amsterdam
16104,No city
16105,New York
16106,Redwood City
16107,Cambridge
16108,Raleigh
16109,No city
16110,No city
16111,No city
16112,No city
16113,No city
16114,No city
16115,No city
16116,New York
16117,No city
16118,No city
16119,No city
16120,No city
16121,No city
16122,No city
16123,No city
16124,No city
16125,No city
16126,No city
16127,No city
16128,Rochester
16129,No city
16130,No city
16131,No city
16132,No city
16133,No city
16134,No city
16135,No city
16136,No city
16137,Atlanta
16138,No city
16139,No city
16140,No city
16141,New York
16142,No city
16143,No city
16144,No city
16145,No city
16146,No city
16147,No city
16148,No city
16149,No city
16150,No city
16151,No city
16152,No city
16153,No city
16154,No city
16155,Munich
16156,No city
16157,No city
16158,Oborishte
16159,No city
16160,No city
16161,No city
16162,Amsterdam
16163,No city
16164,No city
16165,Arlington
16166,No city
16167,No city
16168,No city
16169,No city
16170,No city
16171,No city
16172,No city
16173,No city
16174,Redwood City
16175,No city
16176,No city
16177,No city
16178,No city
16179,No city
16180,No city
16181,No city
16182,New York
16183,No city
16184,Atlanta
16185,No city
16186,Raleigh
16187,No city
16188,New York
16189,No city
16190,Colorado Springs
16191,New York
16192,No city
16193,No city
16194,Minneapolis
16195,Arlington
16196,No city
16197,No city
16198,No city
16199,No city
16200,No city
16201,South Jordan
16202,Atlanta
16203,Houston
16204,No city
16205,No city
16206,No city
16207,San Ramon
16208,No city
16209,No city
16210,No city
16211,No city
16212,No city
16213,No city
16214,No city
16215,No city
16216,No city
16217,San Ramon
16218,No city
16219,No city
16220,No city
16221,Atlanta
16222,No city
16223,Kansas City
16224,No city
16225,No city
16226,No city
16227,New York
16228,New York
16229,Reston
16230,No city
16231,No city
16232,Austin
16233,New York
16234,No city
16235,No city
16236,New York
16237,No city
16238,No city
16239,No city
16240,No city
16241,No city
16242,No city
16243,New York
16244,No city
16245,No city
16246,No city
16247,No city
16248,No city
16249,No city
